,HCPC,SEQNUM,RECID,LONG DESCRIPTION,SHORT DESCRIPTION,PRICE1,PRICE2,PRICE3,PRICE4,MULT_PI,CIM1,CIM2,CIM3,MCM1,MCM2,MCM3,STATUTE,LABCERT1,LABCERT2,LABCERT3,LABCERT4,LABCERT5,LABCERT6,LABCERT7,LABCERT8,XREF1,XREF2,XREF3,XREF4,XREF5,COV,ASC_GRP,ASC_DT,OPPS,OPPS_PI,OPPS_DT,PROCNOTE,BETOS,TOS1,TOS2,TOS3,TOS4,TOS5,ANEST_BU,ADD DT,ACT EFF DT,TERM DT,ACTION CD
7844,Q4386,10,3,"Acesso trifaca, per square centimeter",Acesso trifaca per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,,,,,0.0,20251001,20251001.0,,A
7845,Q4387,10,3,"Neothelium ft, per square centimeter",Neothelium ft per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,,,,,0.0,20251001,20251001.0,,A
7846,Q4388,10,3,"Neothelium 4l, per square centimeter",Neothelium 4l per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,,,,,0.0,20251001,20251001.0,,A
7847,Q4389,10,3,"Neothelium 4l+, per square centimeter",Neothelium 4l+ per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,,,,,0.0,20251001,20251001.0,,A
7848,Q4390,10,3,"Ascendion, per square centimeter",Ascendion per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,,,,,0.0,20251001,20251001.0,,A
7849,Q4391,10,3,"Amnioplast double, per square centimeter",Amnioplast double per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,,,,,0.0,20251001,20251001.0,,A
7850,Q4392,10,3,"Grafix duo, per square centimeter",Grafix duo per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,,,,,0.0,20251001,20251001.0,,A
7851,Q4393,10,3,"Surgraft ac, per square centimeter",Surgraft ac per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,,,,,0.0,20251001,20251001.0,,A
7852,Q4394,10,3,"Surgraft aca, per square centimeter",Surgraft aca per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,,,,,0.0,20251001,20251001.0,,A
7853,Q4395,10,3,"Acelagraft, per square centimeter",Acelagraft per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,,,,,0.0,20251001,20251001.0,,A
7854,Q4396,10,3,"Natalin, per square centimeter",Natalin per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,,,,,0.0,20251001,20251001.0,,A
7855,Q4397,10,3,"Summit aaa, per square centimeter",Summit aaa per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,,,,,0.0,20251001,20251001.0,,A
7856,Q5001,10,3,Hospice or home health care provided in patient's home/residence,Hospice or home hlth in home,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,D,,,,,,133.0,Y2,1,L,,,,0.0,20070101,20130701.0,,N
7857,Q5002,10,3,Hospice or home health care provided in assisted living facility,Hospice/home hlth in asst lv,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,D,,,,,,133.0,Y2,1,L,,,,0.0,20070101,20130701.0,,N
7858,Q5003,10,3,Hospice care provided in nursing long term care facility (ltc) or non-skilled nursing facility (nf),Hospice in lt/non-skilled nf,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,D,,,,,,133.0,Y2,1,L,,,,0.0,20070101,20070101.0,,N
7859,Q5004,10,3,Hospice care provided in skilled nursing facility (snf),Hospice in snf,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,D,,,,,,133.0,Y2,1,L,,,,0.0,20070101,20070101.0,,N
7860,Q5005,10,3,Hospice care provided in inpatient hospital,"Hospice, inpatient hospital",0.0,,,,9,,,,,,,,,,,,,,,,,,,,,D,,,,,,133.0,Y2,1,L,,,,0.0,20070101,20070101.0,,N
7861,Q5006,10,3,Hospice care provided in inpatient hospice facility,Hospice in hospice facility,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,D,,,,,,133.0,Y2,1,L,,,,0.0,20070101,20070101.0,,N
7862,Q5007,10,3,Hospice care provided in long term care facility,Hospice in ltch,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,D,,,,,,133.0,Y2,1,L,,,,0.0,20070101,20070101.0,,N
7863,Q5008,10,3,Hospice care provided in inpatient psychiatric facility,Hospice in inpatient psych,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,D,,,,,,133.0,Y2,1,L,,,,0.0,20070101,20070101.0,,N
7864,Q5009,10,3,Hospice or home health care provided in place not otherwise specified (nos),"Hospice/home hlth, place nos",0.0,,,,9,,,,,,,,,,,,,,,,,,,,,D,,,,,,133.0,Y2,1,L,,,,0.0,20070101,20130701.0,,N
7865,Q5010,10,3,Hospice home care provided in a hospice facility,Hospice home care in hospice,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,D,,,,,,133.0,Y2,1,L,,,,0.0,20101001,20101001.0,,N
7866,Q5098,10,3,"Injection, ustekinumab-srlf (imuldosa), biosimilar, 1 mg","Inj ustekinumab-srlf, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,P,,,,0.0,20250701,20250701.0,,N
7867,Q5099,10,3,"Injection, ustekinumab-stba (steqeyma), biosimilar, 1 mg","Inj ustekinumab-stba, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20250701.0,,,,,O1E,1,P,,,,0.0,20250701,20250701.0,,N
7868,Q5100,10,3,"Injection, ustekinumab-kfce (yesintek), biosimilar, 1 mg","Inj ustekinumab-kfce, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20250701.0,,,,,O1E,1,P,,,,0.0,20250701,20250701.0,,N
7869,Q5101,10,3,"Injection, filgrastim-sndz, biosimilar, (zarxio), 1 microgram","Injection, zarxio",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,D,YY,20240101.0,,,,187.0,O1E,1,P,,,,0.0,20150701,20240101.0,,N
7870,Q5102,10,3,"Injection, infliximab, biosimilar, 10 mg","Inj., infliximab biosimilar",51.0,,,,A,,,,2049,,,,,,,,,,,,,,,,,D,,,,,,,O1E,1,P,,,,0.0,20160701,20180401.0,20180331.0,N
7871,Q5103,10,3,"Injection, infliximab-dyyb, biosimilar, (inflectra), 10 mg","Injection, inflectra",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,D,YY,20180401.0,,,,187.0,O1E,1,P,,,,0.0,20180401,20180401.0,,N
7872,Q5104,10,3,"Injection, infliximab-abda, biosimilar, (renflexis), 10 mg","Injection, renflexis",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,D,YY,20180401.0,,,,187.0,O1E,1,P,,,,0.0,20180401,20180401.0,,N
7873,Q5105,10,3,"Injection, epoetin alfa-epbx, biosimilar, (retacrit) (for esrd on dialysis), 100 units",Inj retacrit esrd on dialysi,57.0,,,,A,,,,4273.1,,,,,,,,,,,,,,,,,D,YY,20180701.0,,,,,O1E,1,L,,,,0.0,20180701,20200101.0,,N
7874,Q5106,10,3,"Injection, epoetin alfa-epbx, biosimilar, (retacrit) (for non-esrd use), 1000 units",Inj retacrit non-esrd use,51.0,,,,A,,,,2049,,,,,,,,,,,,,,,,,D,YY,20180701.0,,,,,O1E,9,,,,,0.0,20180701,20200101.0,,N
7875,Q5107,10,3,"Injection, bevacizumab-awwb, biosimilar, (mvasi), 10 mg",Inj mvasi 10 mg,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,D,,,,,,187.0,O1E,1,P,,,,0.0,20190101,20190101.0,,N
7876,Q5108,10,3,"Injection, pegfilgrastim-jmdb (fulphila), biosimilar, 0.5 mg","Injection, fulphila",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20181001.0,,,,,O1E,1,P,,,,0.0,20181001,20230401.0,,N
7877,Q5109,10,3,"Injection, infliximab-qbtx, biosimilar, (ixifi), 10 mg","Injection, ixifi, 10 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,D,,,,,,187.0,O1E,1,P,,,,0.0,20190101,20190101.0,,N
7878,Q5110,10,3,"Injection, filgrastim-aafi, biosimilar, (nivestym), 1 microgram",Nivestym,51.0,,,,A,,,,2049,,,,,,,,,,,,,,,,,D,YY,20181001.0,,,,,O1E,1,P,,,,0.0,20181001,20181001.0,,N
7879,Q5111,10,3,"Injection, pegfilgrastim-cbqv (udenyca), biosimilar, 0.5 mg","Injection, udenyca 0.5 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20190101.0,,,,,O1E,1,P,,,,0.0,20190101,20230401.0,,N
7880,Q5112,10,3,"Injection, trastuzumab-dttb, biosimilar, (ontruzant), 10 mg",Inj ontruzant 10 mg,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20231001.0,,,,,O1E,1,P,,,,0.0,20190701,20231001.0,,N
7881,Q5113,10,3,"Injection, trastuzumab-pkrb, biosimilar, (herzuma), 10 mg",Inj herzuma 10 mg,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20231001.0,,,,,O1E,1,P,,,,0.0,20190701,20231001.0,,N
7882,Q5114,10,3,"Injection, trastuzumab-dkst, biosimilar, (ogivri), 10 mg",Inj ogivri 10 mg,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,P,,,,0.0,20190701,20190701.0,,N
7883,Q5115,10,3,"Injection, rituximab-abbs, biosimilar, (truxima), 10 mg",Inj truxima 10 mg,51.0,,,,A,,,,2049,,,,,,,,,,,,,,,,,D,,,,,,,O1D,1,P,,,,0.0,20190701,20190701.0,,N
7884,Q5116,10,3,"Injection, trastuzumab-qyyp, biosimilar, (trazimera), 10 mg","Inj., trazimera, 10 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,P,,,,0.0,20191001,20191001.0,,N
7885,Q5117,10,3,"Injection, trastuzumab-anns, biosimilar, (kanjinti), 10 mg","Inj., kanjinti, 10 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20191001.0,,,,,O1E,1,P,,,,0.0,20191001,20191001.0,,N
7886,Q5118,10,3,"Injection, bevacizumab-bvzr, biosimilar, (zirabev), 10 mg","Inj., zirabev, 10 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,P,,,,0.0,20191001,20191001.0,,N
7887,Q5119,10,3,"Injection, rituximab-pvvr, biosimilar, (ruxience), 10 mg","Inj ruxience, 10 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20200701.0,,,,,O1D,1,P,,,,0.0,20200701,20200701.0,,N
7888,Q5120,10,3,"Injection, pegfilgrastim-bmez (ziextenzo), biosimilar, 0.5 mg",Inj pegfilgrastim-bmez 0.5mg,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20200701.0,,,,,O1E,1,P,,,,0.0,20200701,20230401.0,,N
7889,Q5121,10,3,"Injection, infliximab-axxq, biosimilar, (avsola), 10 mg","Inj. avsola, 10 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20231001.0,,,,,O1E,1,P,,,,0.0,20200701,20231001.0,,N
7890,Q5122,10,3,"Injection, pegfilgrastim-apgf (nyvepria), biosimilar, 0.5 mg","Inj, nyvepria",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20210101.0,,,,,O1E,1,,,,,0.0,20210101,20230401.0,,N
7891,Q5123,10,3,"Injection, rituximab-arrx, biosimilar, (riabni), 10 mg","Inj. riabni, 10 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20210701.0,,,,,O1D,1,P,,,,0.0,20210701,20210701.0,,N
7892,Q5124,10,3,"Injection, ranibizumab-nuna, biosimilar, (byooviz), 0.1 mg","Inj. byooviz, 0.1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20230101.0,,,,,O1E,1,,,,,0.0,20220401,20230101.0,,N
7893,Q5125,10,3,"Injection, filgrastim-ayow, biosimilar, (releuko), 1 microgram","Inj, releuko 1 mcg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20221001.0,,,,,O1E,1,,,,,0.0,20221001,20221001.0,,N
7894,Q5126,10,3,"Injection, bevacizumab-maly, biosimilar, (alymsys), 10 mg",Inj alymsys 10 mg,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20230101.0,,,,,O1D,1,P,,,,0.0,20230101,20230101.0,,N
7895,Q5127,10,3,"Injection, pegfilgrastim-fpgk (stimufend), biosimilar, 0.5 mg","Inj, stimufend, 0.5 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20230401.0,,,,,O1E,1,P,,,,0.0,20230401,20230401.0,,N
7896,Q5128,10,3,"Injection, ranibizumab-eqrn (cimerli), biosimilar, 0.1 mg","Inj, cimerli, 0.1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20230401.0,,,,,O1E,1,,,,,0.0,20230401,20230401.0,,N
7897,Q5129,10,3,"Injection, bevacizumab-adcd (vegzelma), biosimilar, 10 mg","Inj, vegzelma, 10 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20230701.0,,,,,O1E,1,P,,,,0.0,20230401,20230701.0,,N
7898,Q5130,10,3,"Injection, pegfilgrastim-pbbk (fylnetra), biosimilar, 0.5 mg","Inj, fylnetra, 0.5 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20230401.0,,,,,O1E,1,P,,,,0.0,20230401,20230401.0,,N
7899,Q5131,10,3,"Injection, adalimumab-aacf (idacio), biosimilar, 20 mg","Inj, idacio, 20 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,,,,,0.0,20230701,20250101.0,20241231.0,N
7900,Q5132,10,3,"Injection, adalimumab-afzb (abrilada), biosimilar, 10 mg","Inj, abrilada, 10 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,,,,,0.0,20240101,20250101.0,20241231.0,N
7901,Q5133,10,3,"Injection, tocilizumab-bavi (tofidence), biosimilar, 1 mg","Inj, tofidence, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20241001.0,,,,,O1E,1,P,,,,0.0,20240401,20241001.0,,N
7902,Q5134,10,3,"Injection, natalizumab-sztn (tyruko), biosimilar, 1 mg","Inj, tyruko, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,P,,,,0.0,20240401,20240401.0,,N
7903,Q5135,10,3,"Injection, tocilizumab-aazg (tyenne), biosimilar, 1 mg","Inj, tyenne, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20241001.0,,,,,O1E,1,P,,,,0.0,20241001,20241001.0,,N
7904,Q5136,10,3,"Injection, denosumab-bbdz (jubbonti/wyost), biosimilar, 1 mg","Inj. denosumab-bbdz, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1D,1,,,,,0.0,20241001,20241001.0,,N
7905,Q5137,10,3,"Injection, ustekinumab-auub (wezlana), biosimilar, subcutaneous, 1 mg","Inj, wezlana, sub cu, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,,,,,0.0,20240701,20240701.0,,N
7906,Q5138,10,3,"Injection, ustekinumab-auub (wezlana), biosimilar, intravenous, 1 mg","Inj, wezlana, iv, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,P,,,,0.0,20240701,20240701.0,,N
7907,Q5139,10,3,"Injection, eculizumab-aeeb (bkemv), biosimilar, 10 mg","Inj, eculizumab-aeeb, 10 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,P,,,,0.0,20250101,20250401.0,20250331.0,N
7908,Q5140,10,3,"Injection, adalimumab-fkjp, biosimilar, 1 mg","Inj adalimumab-fkjp, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20250101.0,,,,,O1E,1,,,,,0.0,20250101,20250101.0,,N
7909,Q5141,10,3,"Injection, adalimumab-aaty, biosimilar, 1 mg","Inj adalimumab-aaty, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20250101.0,,,,,O1E,1,,,,,0.0,20250101,20250101.0,,N
7910,Q5142,10,3,"Injection, adalimumab-ryvk biosimilar, 1 mg","Inj adalimumab-ryvk, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20250101.0,,,,,O1E,1,,,,,0.0,20250101,20250101.0,,N
7911,Q5143,10,3,"Injection, adalimumab-adbm, biosimilar, 1 mg","Inj adalimumab-adbm, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20250101.0,,,,,O1E,1,,,,,0.0,20250101,20250101.0,,N
7912,Q5144,10,3,"Injection, adalimumab-aacf (idacio), biosimilar, 1 mg","Inj, idacio, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20250101.0,,,,,O1E,1,,,,,0.0,20250101,20250101.0,,N
7913,Q5145,10,3,"Injection, adalimumab-afzb (abrilada), biosimilar, 1 mg","Inj, abrilada, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20250101.0,,,,,O1E,1,,,,,0.0,20250101,20250101.0,,N
7914,Q5146,10,3,"Injection, trastuzumab-strf (hercessi), biosimilar, 10 mg","Inj, hercessi, 10 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,P,,,,0.0,20250101,20250101.0,,N
7915,Q5147,10,3,"Injection, aflibercept-ayyh (pavblu), biosimilar, 1 mg","Inj, aflibercept-ayyh, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,P,,,,0.0,20250401,20250401.0,,N
7916,Q5148,10,3,"Injection, filgrastim-txid (nypozi), biosimilar, 1 microgram","Inj, nyposi 1 mcg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,D,,,,,,187.0,O1E,1,P,,,,0.0,20250401,20250401.0,,N
7917,Q5149,10,3,"Injection, aflibercept-abzv (enzeevu), biosimilar, 1 mg","Inj, aflibercept-abzv, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,P,,,,0.0,20250401,20250401.0,,N
7918,Q5150,10,3,"Injection, aflibercept-mrbb (ahzantive), biosimilar, 1 mg","Inj, aflibercept-mrbb, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,P,,,,0.0,20250401,20250401.0,,N
7919,Q5151,10,3,"Injection, eculizumab-aagh (epysqli), biosimilar, 2 mg","Inj, eculizumab-aagh, 2 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,P,,,,0.0,20250401,20250401.0,,N
7920,Q5152,10,3,"Injection, eculizumab-aeeb (bkemv), biosimilar, 2 mg","Inj, eculizumab-aeeb, 2 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20250701.0,,,,,O1E,1,P,,,,0.0,20250401,20250701.0,,N
7921,Q5153,10,3,"Injection, aflibercept-yszy (opuviz), biosimilar, 1 mg","Inj, aflibercept-yszy, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,,,,,0.0,20250701,20250701.0,,N
7922,Q5154,10,3,"Injection, omalizumab-igec (omlyclo), biosimilar, 5 mg","Inj, omlyclo, 5 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,,,,,0.0,20251001,20251001.0,,A
7923,Q5155,10,3,"Injection, aflibercept-jbvf (yesafili), biosimilar, 1 mg","Inj, aflibercept-jbvf, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,P,,,,0.0,20251001,20251001.0,,A
7924,Q5156,10,3,"Injection, tocilizumab-anoh (avtozma), biosimilar, 1 mg","Inj, tocilizumab-anoh, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,P,,,,0.0,20251001,20251001.0,,A
7925,Q5157,10,3,"Injection, denosumab-bmwo (stoboclo/osenvelt), biosimilar, 1 mg","Inj, denosumab-bmwo, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20251001.0,,,,,O1D,1,,,,,0.0,20251001,20251001.0,,A
7926,Q5158,10,3,"Injection, denosumab-bnht (bomyntra/conexxence), biosimilar, 1 mg","Inj, denosumab-bnht, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20251001.0,,,,,O1D,1,,,,,0.0,20251001,20251001.0,,A
7927,Q5159,10,3,"Injection, denosumab-dssb (ospomyv/xbryk), biosimilar, 1 mg","Inj, denosumab-dssb, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1D,1,,,,,0.0,20251001,20251001.0,,A
7928,Q9001,10,3,Assessment by chaplain services,Chaplain assessment,99.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,3,,,,,0.0,20201001,20221001.0,,N
7929,Q9002,10,3,"Counseling, individual, by chaplain services",Chaplain counsel individu,99.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,3,,,,,0.0,20201001,20221001.0,,N
7930,Q9003,10,3,"Counseling, group, by chaplain services",Chaplain counsel group,99.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,3,,,,,0.0,20201001,20221001.0,,N
7931,Q9004,10,3,Department of veterans affairs whole health partner services,Va whole health partner serv,99.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,3,,,,,0.0,20211001,20211001.0,,N
7932,Q9950,10,3,"Injection, sulfur hexafluoride lipid microspheres, per ml",Inj sulf hexa lipid microsph,57.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,I1F,4,,,,,0.0,20160101,20240101.0,,N
7933,Q9951,10,3,"Low osmolar contrast material, 400 or greater mg/ml iodine concentration, per ml","Locm >= 400 mg/ml iodine,1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,,,,,,I1E,4,,,,,0.0,20050401,20050401.0,,N
7934,Q9953,10,3,"Injection, iron-based magnetic resonance contrast agent, per ml","Inj fe-based mr contrast,1ml",57.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,,,,,,I1F,4,,,,,0.0,20050401,20050401.0,,N
7935,Q9954,10,3,"Oral magnetic resonance contrast agent, per 100 ml","Oral mr contrast, 100 ml",57.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,,,,,,I1F,4,,,,,0.0,20050401,20050401.0,,N
7936,Q9955,10,3,"Injection, perflexane lipid microspheres, per ml","Inj perflexane lip micros,ml",57.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,I1F,4,,,,,0.0,20050401,20050401.0,,N
7937,Q9956,10,3,"Injection, octafluoropropane microspheres, per ml","Inj octafluoropropane mic,ml",57.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,I1F,4,,,,,0.0,20050401,20050401.0,,N
7938,Q9957,10,3,"Injection, perflutren lipid microspheres, per ml","Inj perflutren lip micros,ml",57.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,I1F,4,,,,,0.0,20050401,20050401.0,,N
7939,Q9958,10,3,"High osmolar contrast material, up to 149 mg/ml iodine concentration, per ml","Hocm <=149 mg/ml iodine, 1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,,,,,,I1E,4,,,,,0.0,20050701,20050701.0,,N
7940,Q9959,10,3,"High osmolar contrast material, 150-199 mg/ml iodine concentration, per ml","Hocm 150-199mg/ml iodine,1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,,,,,,I1E,4,,,,,0.0,20050701,20050701.0,,N
7941,Q9960,10,3,"High osmolar contrast material, 200-249 mg/ml iodine concentration, per ml","Hocm 200-249mg/ml iodine,1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,,,,,,I1E,4,,,,,0.0,20050701,20050701.0,,N
7942,Q9961,10,3,"High osmolar contrast material, 250-299 mg/ml iodine concentration, per ml","Hocm 250-299mg/ml iodine,1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,,,,,,I1E,4,,,,,0.0,20050701,20050701.0,,N
7943,Q9962,10,3,"High osmolar contrast material, 300-349 mg/ml iodine concentration, per ml","Hocm 300-349mg/ml iodine,1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,,,,,,I1E,4,,,,,0.0,20050701,20050701.0,,N
7944,Q9963,10,3,"High osmolar contrast material, 350-399 mg/ml iodine concentration, per ml","Hocm 350-399mg/ml iodine,1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,,,,,,I1E,4,,,,,0.0,20050701,20050701.0,,N
7945,Q9964,10,3,"High osmolar contrast material, 400 or greater mg/ml iodine concentration, per ml","Hocm>= 400mg/ml iodine, 1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,,,,,,I1E,4,,,,,0.0,20050701,20050701.0,,N
7946,Q9965,10,3,"Low osmolar contrast material, 100-199 mg/ml iodine concentration, per ml","Locm 100-199mg/ml iodine,1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,,,,,,I1E,4,,,,,0.0,20080101,20080101.0,,N
7947,Q9966,10,3,"Low osmolar contrast material, 200-299 mg/ml iodine concentration, per ml","Locm 200-299mg/ml iodine,1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,,,,,,I1E,4,,,,,0.0,20080101,20080101.0,,N
7948,Q9967,10,3,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml","Locm 300-399mg/ml iodine,1ml",51.0,,,,A,,,,15022,,,,,,,,,,,,,,,,,D,,,,,,,I1E,4,,,,,0.0,20080101,20080101.0,,N
7949,Q9968,10,3,"Injection, non-radioactive, non-contrast, visualization adjunct (e.g., methylene blue, isosulfan blue), 1 mg",Visualization adjunct,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,20150101.0,,,,,I1E,4,,,,,0.0,20100101,20140101.0,,N
7950,Q9969,10,3,"Tc-99m from non-highly enriched uranium source, full cost recovery add-on, per study dose",Non-heu tc-99m add-on/dose,53.0,,,,A,,,,,,,,,,,,,,,,,,,,,D,,,,,,179.0,Y1,9,,,,,0.0,20130101,20130101.0,,N
7951,Q9970,10,3,"Injection, ferric carboxymaltose, 1mg",Inj ferric carboxymaltos 1mg,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,O1E,1,P,,,,0.0,20140701,20150101.0,20141231.0,N
7952,Q9972,10,3,"Injection, epoetin beta, 1 microgram, (for esrd on dialysis)",Epoetin beta esrd use,57.0,,,,A,,,,,,,,,,,,,,,,J0887,,,,,D,,,,,,195.0,O1E,1,L,,,,0.0,20140701,20150101.0,20141231.0,N
